tag,mark,title,url,subscribe
edit,cache,Auto Hide,https://github.com/sirmspencer/vscode-autohide,""
syntax,cache,AutoHotkey Plus Plus,https://github.com/mark-wiemer-org/ahkpp,""
rename,mark,Batch Rename,https://github.com/JannisX11/batch-rename,""
edit,mark,Better Comments,https://github.com/aaron-bond/better-comments,""
bookmark,cache,Bookmarks,https://github.com/alefragnani/vscode-bookmarks,""
edit,mark,Bracket Select,https://github.com/wangchunsen/vscode-bracket-select,""
development,cache,Browse Lite,https://github.com/antfu/vscode-browse-lite,""
highlight,mark,Color Highlight,https://github.com/enyancc/vscode-ext-color-highlight,""
edit,cache,DupChecker,https://github.com/jianbingfang/vscode-dup-checker,""
config,mark,EditorConfig,https://github.com/editorconfig/editorconfig-vscode,""
debug,mark,Error Lens,https://github.com/usernamehw/vscode-error-lens,""
markdown,cache,Foam,https://github.com/foambubble/foam,""
snip,mark,Gist Snip,https://github.com/VaibhavAcharya/gist-snip,""
gist,mark,GistPad,https://github.com/lostintangent/gistpad,""
action,cache,GitHub Actions,https://github.com/github/vscode-github-actions,""
godot,cache,Godot Files,https://github.com/AlfishSoftware/godot-files-vscode,""
edit,mark,Hide Comments,https://github.com/estruyf/vscode-hide-comments,""
edit,mark,Hungry Delete,https://github.com/Jasonlhy/VSCode-Hungry-Delete,""
icon,mark,Icons,https://github.com/tal7aouy/vscode-icons,""
image,cache,Image Preview,https://github.com/kisstkondoros/gutter-preview,""
edit,mark,Incrementor,https://github.com/nmsmith22389/vscode-incrementor,""
edit,cache,Indent line,https://github.com/sandipchitale/vscode-indent-line,""
latex,mark,LTeX – LanguageTool grammar/spell checking,https://github.com/valentjn/vscode-ltex,""
latex,cache,LaTeX Utilities,https://github.com/tecosaur/LaTeX-Utilities,""
latex,mark,LaTeX Workshop,https://github.com/James-Yu/LaTeX-Workshop,""
table,cache,Markdown table formatter,https://github.com/fcrespo82/vscode-markdown-table-formatter,""
icon,cache,Material Theme Icons — Free,https://github.com/material-theme/vsc-material-theme-icons,""
editor,mark,Multiple cursor case preserve,https://github.com/Cardinal90/multi-cursor-case-preserve,""
file,mark,Open,https://github.com/sandcastle/vscode-open,""
log,mark,Output Colorizer,https://github.com/IBM-Cloud/vscode-log-output-colorizer,""
cmp,mark,Path Intellisense,https://github.com/ChristianKohler/PathIntellisense,""
format,cache,Prettier - Code formatter,https://github.com/prettier/prettier-vscode,""
project,cache,Project Manager,https://github.com/alefragnani/vscode-project-manager,""
python,mark,Python,https://github.com/Microsoft/vscode-python,""
python,mark,Python Debugger,https://github.com/microsoft/vscode-python-debugger,""
table,cache,Rainbow CSV,https://github.com/mechatroner/vscode_rainbow_csv.git,""
edit,cache,Remove empty lines,https://github.com/usernamehw/vscode-remove-empty-lines,""
syntax,later,Ren'Py Language,https://github.com/renpy/vscode-language-renpy,""
editor,cache,Render Line Endings,https://github.com/medo64/render-crlf,""
document,cache,Search Docsets,https://github.com/deerawan/vscode-dash,""
syntax,cache,Shader languages support for VS Code,https://github.com/stef-levesque/vscode-shader,""
edit,cache,Sort lines,https://github.com/Tyriar/vscode-sort-lines,""
task,cache,Task Explorer,https://github.com/spmeesseman/vscode-taskexplorer,""
latex,cache,TexLab,https://github.com/latex-lsp/texlab,""
text,cache,Text Marker (Highlighter,https://github.com/ryu1kn/vscode-text-marker,""
text,cache,Text Power Tools,https://github.com/qcz/vscode-text-power-tools.git,""
theme,mark,Tokyo Night Dark Enhanced,https://github.com/Venage5603/Tokyo-Night-Dark-Enhanced,""
extension,later,VSC Export & Import,https://github.com/aslamanver/vsc-export,""
archive,cache,VSCode Archive,https://github.com/tjx666/vscode-archive,""
edit,mark,Whitespace+,https://github.com/strikekat/whitespace-plus,""
syntax,later,YAML,https://github.com/redhat-developer/vscode-yaml,""
archive,later,Zip Tools,https://github.com/AdamRaichu/vscode-zip-viewer.git,""
theme,cache,e-ink,https://gitlab.com/eddjrn/vs-code-e-ink-theme,""
editor,mark,filesize,https://github.com/mkxml/vscode-filesize,""
godot,later,godot-tools,https://github.com/godotengine/godot-vscode-plugin,""
edit,cache,hungry-backspace,https://github.com/eklemen/hungry-backspace,""
editor,cache,indent-rainbow,https://github.com/oderwat/vscode-indent-rainbow,""
syntax,later,ink,https://github.com/sequitur/ink-vscode,""
ai,mark,tabby,https://github.com/TabbyML/tabby,""
document,cache,tl;dr pages,https://github.com/bmuskalla/vscode-tldr,""
