tag,mark,title,url,subscribe
tab,cache,(obsidian-continuous-mode),https://github.com/gasparschott/obsidian-continuous-mode,""
read,cache,(obsidian-pagescroll-plugin),https://github.com/chenshutian9610/obsidian-pagescroll-plugin,""
link,cache,Actions URI,https://github.com/czottmann/obsidian-actions-uri,""
tool,extra,ActivityWatch,https://github.com/LordGrimmauld/aw-watcher-obsidian,""
edit,cache,Admonition,https://github.com/javalent/admonitions,""
table,extra,Advanced Tables,https://github.com/tgrosinger/advanced-tables-obsidian,""
link,cache,Advanced URI,https://github.com/Vinzent03/obsidian-advanced-uri,""
edit,cache,Annotator,https://github.com/elias-sundqvist/obsidian-annotator,""
jump,cache,Another Quick Switcher,https://github.com/tadashi-aikawa/obsidian-another-quick-switcher,""
tool,cache,Auto Archive Plugin for Obsidian,https://github.com/shanedonburke/obsidian-auto-archive,""
link,cache,Auto Link Title,https://github.com/zolrath/obsidian-auto-link-title,""
syntax,cache,BPMN-Plugin,https://github.com/joleaf/obsidian-bpmn-plugin,""
plugin,extra,BRAT,https://github.com/TfTHacker/obsidian42-brat,""
link,extra,Better File Link,https://github.com/marcjulianschwarz/obsidian-file-link,""
mode,cache,Better Reading Mode,https://github.com/Quorafind/Obsidian-Better-Reading-Mode,""
count,extra,Better Word Count,https://github.com/lukeleppan/better-word-count,""
table,cache,CSV Editor,https://github.com/deathau/csv-obsidian,""
tool,cache,Card Links,https://github.com/ormai/obsidian-card-links,""
desk,cache,CardBoard,https://github.com/roovo/obsidian-card-board,""
link,cache,Citations,https://github.com/hans/obsidian-citation-plugin,""
desk,cache,Cloze,https://github.com/DearVikki/obsidian-cloze-plugin,""
edit,cache,Code Editor Shortcuts,https://github.com/timhor/obsidian-editor-shortcuts,""
edit,cache,Code Styler,https://github.com/mayurankv/Obsidian-Code-Styler,""
editor,extra,Collapse All,https://github.com/OfficerHalf/obsidian-collapse-all,""
link,cache,Comment-like footnotes for Obsidian,https://github.com/zweek/commentesque-footnotes,""
mode,extra,Contextual Typography,https://github.com/mgmeyers/obsidian-contextual-typography,""
view,cache,Copy Inline Code,https://github.com/Alddar/obsidian-copy-inline-code-plugin,""
field,cache,Copy Search URL,https://github.com/czottmann/obsidian-copy-search-url,""
data,cache,DB folder,https://github.com/RafaelGB/obsidian-db-folder,""
data,cache,Datacore,https://github.com/blacksmithgu/datacore,""
data,cache,Dataloom,https://github.com/trey-wallis/obsidian-dataloom,""
data,extra,Dataview,https://github.com/blacksmithgu/obsidian-dataview,""
desk,cache,Dialogue,https://github.com/holubj/obsidian-dialogue-plugin,""
ttrpg,cache,Dice Roller,https://github.com/javalent/dice-roller,""
editor,cache,Editing Toolbar,https://github.com/PKM-er/obsidian-editing-toolbar,""
syntax,extra,Editor Syntax Highlight,https://github.com/deathau/cm-editor-syntax-highlight-obsidian,""
tool,cache,Etherpad-lite Obsidian Plugin,https://github.com/egradman/obsidian-etherpad-lite,""
edit,cache,Excalidraw,https://github.com/zsviczian/obsidian-excalidraw-plugin,""
table,cache,Excel to Markdown Table,https://github.com/ganesshkumar/obsidian-excel-to-markdown-table,""
ttrpg,cache,Fantasy Statblocks,https://github.com/javalent/fantasy-statblocks,""
editor,extra,File Explorer++,https://github.com/kelszo/obsidian-file-explorer-plus,""
editor,cache,File Tree Alternative Plugin,https://github.com/ozntel/file-tree-alternative,""
theme,extra,Flexoki,https://github.com/kepano/flexoki-obsidian,""
note,cache,Front Matter Title,https://github.com/otaviocc/obsidian-microblog,""
view,cache,Gallery,https://github.com/Darakah/obsidian-gallery,""
ttrpg,cache,Generic Initiative Tracker,https://github.com/beaurancourt/obsidian-generic-initiative-tracker,""
public,cache,Github Publisher,https://github.com/ObsidianPublisher/obsidian-github-publisher,""
grammar,cache,Harper,https://github.com/elijah-potter/harper-obsidian-plugin,""
"plugin,brat",extra,Hot-Reload Plugin,https://github.com/pjeby/hot-reload,""
note,cache,Influx,https://github.com/jensmtg/influx,""
ttrpg,cache,Initiative Tracker,https://github.com/javalent/initiative-tracker,""
desk,extra,Kanban,https://github.com/mgmeyers/obsidian-kanban,""
list,cache,Key-Value list - Obsidian plugin,https://github.com/christianwannerstedt/obsidian-key-value-list,""
edit,cache,Keyshots,https://github.com/KrazyManJ/obsidian-keyshots,""
"latex,brat",extra,LaTeX Algorithms for Obsidian,https://github.com/SamZhang02/obsidian-latex-algorithms,""
write,extra,Line Width Slider,https://github.com/MugishoMp/obsidian-editor-width-slider,""
desk,cache,Longform,https://github.com/kevboh/longform,""
list,cache,Markdown Tree,https://github.com/carvah/markdown-tree-plugin,""
syntax,cache,Marp,https://github.com/JichouP/obsidian-marp-plugin,""
field,cache,Meta Bind Plugin,https://github.com/mProjectsCode/obsidian-meta-bind-plugin,""
theme,extra,Minimal Theme Settings,https://github.com/kepano/obsidian-minimal-settings,""
tab,extra,Mononote,https://github.com/czottmann/obsidian-mononote,""
write,extra,Novel Word Count,https://github.com/isaaclyman/novel-word-count-obsidian,""
field,cache,Numerals,https://github.com/gtg922r/obsidian-numerals,""
"edit,brat",cache,Obsidian Clipper,https://github.com/jgchristopher/obsidian-clipper,""
export,cache,Obsidian Enhancing Export,https://github.com/mokeyish/obsidian-enhancing-export,""
editor,cache,Obsidian File Color,https://github.com/ecustic/obsidian-file-color,""
"desk,brat",cache,Obsidian Fountain,https://github.com/chuangcaleb/obsidian-fountain-live,""
joplin,cache,Obsidian Joplin Sync Plugin,https://github.com/anpigon/obsidian-joplin-plugin,""
syntax,cache,Obsidian MathLinks,https://github.com/zhaoshenzhai/obsidian-mathlinks,""
tool,cache,Obsidian Memos Plugin,https://github.com/hyoban/obsidian-memos-plugin,""
edit,extra,Obsidian Multi-cursor,https://github.com/benmatselby/obsidian-multi-cursor,""
"plugin,brat",cache,Obsidian Quick Settings Switch for Plugins,https://github.com/Hugo-COLLIN/obsidian-quick-settings-switchs,""
table,cache,Obsidian Sheets,https://github.com/NicoNekoru/obsidan-advanced-table-xt,""
"field,brat",cache,Obsidian Solve,https://github.com/LiamRiddell/obsidian-solve,""
syntax,cache,Obsidian Song Form Diagram,https://github.com/ShacharHarshuv/obsidian-song-form-diagram,""
editor,extra,Obsidian Tabs,https://github.com/gitobsidiantutorial/obsidian-tabs,""
tool,cache,Obsidian Vault to Hugo Content,https://github.com/devidw/obsidian-to-hugo,""
"metadata,brat",cache,Obsidian Venn Tags,https://github.com/MichaelMahlberg/obsidian-venn-tags,""
task,cache,Obsidian-Birthday-Tracker-Plugin,https://github.com/Raboro/Obsidian-Birthday-Tracker-Plugin,""
"latex,brat",extra,Obsidian-Pseudocode,https://github.com/ytliu74/obsidian-pseudocode,""
list,extra,Outliner,https://github.com/vslinko/obsidian-outliner,""
mode,extra,Ozan's Image in Editor Plugin,https://github.com/ozntel/oz-image-in-editor-obsidian,""
export,cache,Pandoc,https://github.com/OliverBalfour/obsidian-pandoc,""
edit,cache,Paste URL into selection,https://github.com/denolehov/obsidian-url-into-selection,""
plugin,cache,Plugin Groups,https://github.com/Mocca101/obsidian-plugin-groups,""
plugin,extra,Plugin Update Tracker,https://github.com/swar8080/obsidian-plugin-update-tracker,""
tool,cache,Potato Indexer,https://github.com/LoyalPotato/potato-indexer,""
task,cache,Projects,https://github.com/marcusolsson/obsidian-projects,""
"latex,brat",extra,Quick Latex for Obsidian,https://github.com/joeyuping/quick_latex_obsidian,""
jump,cache,Quick Switcher++,https://github.com/darlal/obsidian-switcher-plus,""
tool,extra,Script Launcher,https://github.com/AlessandroRuggiero/script-launcher,""
editor,extra,Scroll to Top,https://github.com/cloudhao1999/obsidian-scroll-to-top-plugin,""
edit,cache,Sentence Navigator,https://github.com/timhor/obsidian-sentence-navigator,""
"field,brat",cache,Starlight Starter Kit: Basics,https://github.com/mProjectsCode/obsidian-meta-bind-plugin-docs,""
tool,cache,Syncthing integration,https://github.com/LBF38/obsidian-syncthing-integration,""
"metadata,brat",cache,Tag Flow for Obsidian,https://github.com/Taialt97/Tag-Flow,""
"metadata,brat",cache,Tag Navigator,https://github.com/alexobenauer/obsidian-tag-navigator,""
metadata,cache,TagFolder,https://github.com/vrtmrz/obsidian-tagfolder,""
metadata,cache,Tagged Document Viewer,https://github.com/mgeduld/obsidian-tagged-documents-viewer,""
"metadata,brat",cache,Tags overview,https://github.com/christianwannerstedt/obsidian-tags-overview,""
task,cache,Task Collector (TC),https://github.com/ebullient/obsidian-task-collector,""
task,cache,Tasks Calendar Wrapper,https://github.com/Leonezz/obsidian-tasks-calendar-wrapper,""
ttrpg,cache,The Calendarium,https://github.com/javalent/the-calendarium,""
ttrpg,cache,The Map File System,https://github.com/nzani/mfs-obsidian-plugin,""
tool,cache,Transcription,https://github.com/djmango/obsidian-transcription,""
mode,cache,Typewriter Scroll,https://github.com/deathau/cm-typewriter-scroll-obsidian,""
complete,extra,Various Complements,https://github.com/tadashi-aikawa/obsidian-various-complements-plugin,""
note,cache,ZettleFlow,https://github.com/RafaelGB/Obsidian-ZettlelFlow,""
edit,cache,cMenu,https://github.com/chetachiezikeuzor/cMenu-Plugin,""
tool,cache,obsidian-publish-css,https://github.com/chad-bennett/obsidian-publish-css,""
editor,cache,obsidian.nvim,https://github.com/epwalsh/obsidian.nvim,""
theme,extra,things,https://github.com/colineckert/obsidian-things,""
